"SN_APD_QA","QA_RESPONSE_CD","QA_RESPONSE_TXT"
"-172412","N/A",""
"-172413","N/A",""
"-172414","Y","GMG290329"
"-172415","Y",""
"-172416","N",""
"-172417","N",""
"-172542","Y",""
"-172551","Y",""
"-172552","N/A",""
"-172553","N/A",""
"-172554","Y","GMG290269"
"-172555","Y",""
"-172556","N",""
"-172557","N",""
"-172602","Y",""
"-172603","Y",""
"-172604","N/A",""
"-172605","N/A",""
"-172606","Y","GMG290269"
"-172607","Y",""
"-172608","N",""
"-172609","N",""
"-172670","Y",""
"-172671","Y",""
"-172672","Y",""
"-172673","N/A",""
"-172674","Y",""
"-172675","N/A",""
"-172676","N",""
"-170851","Y",""
"-170852","Y",""
"-170853","N/A",""
"-170854","Y","GMG290093"
"-170855","N/A",""
"-170856","N",""
"-170857","Y","IPT SureTech V3.1"
"-170850","Y",""
"-172138","Y",""
"-172139","Y",""
"-172140","N/A",""
"-172141","N/A",""
"-172142","Y","GMG290269"
"-172143","Y",""
"-172144","N",""
"-172145","N",""
"-172146","Y",""
"-172147","Y",""
"-172148","Y",""
"-172149","N/A",""
"-172150","Y","GMG 290180"
"-172151","N/A","Open Water"
"-172152","N",""
"-172153","Y","IPT SURETEC VERSION 3.1.2.8"
"-172677","Y","SureTec Version 3.1"
"-172858","Y",""
"-172859","N",""
"-172860","N/A",""
"-172861","N/A",""
"-171770","Y",""
"-171771","N/A",""
"-171772","N/A",""
"-171773","N/A",""
"-171774","Y","GMG 290538"
"-171775","N","See attached departure dated 05/01/15."
"-171776","N",""
"-171777","Y","SureTec version 3.1."
"-171810","Y",""
"-171811","N","Shell will not discharge SBM except as authorized and monitored under the US EPA
General Permit GMG290000"
"-171812","N/A",""
"-171813","N/A",""
"-171814","Y","GMG 290103"
"-177582","Y","GMG 290534"
"-177583","N/A",""
"-177584","N",""
"-177585","Y","Version 3.1"
"-177590","Y",""
"-177591","Y",""
"-177592","Y",""
"-177593","N/A",""
"-177594","Y","EPA GMG 290338"
"-177595","N/A",""
"-177596","N",""
"-177597","Y","IPT Suretec Version 3.1"
"-177770","Y",""
"-177771","Y",""
"-177772","Y",""
"-177773","N/A",""
"-177774","Y","NPDES Permit GMG 290132"
"-177775","N/A",""
"-177776","N",""
"-177777","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-177790","Y",""
"-177791","N","Shell will not discharge SBM except as authorized and monitored under the US EPA
General Permit GMG290000"
"-177792","Y",""
"-177793","N/A",""
"-177794","Y","GMG 290103"
"-177795","N","There are no producing wells currently on the Olympus TLP."
"-177796","N",""
"-177797","Y","SureTec V. 3.1"
"-177870","Y",""
"-177871","N/A",""
"-177872","N/A",""
"-177873","N/A",""
"-177874","Y","GMG290269"
"-177875","Y",""
"-177876","N",""
"-177043","N/A",""
"-177044","N",""
"-177045","Y","Cobalt will use SureTech Version 3.1 for digital BOP testing as of 05/27/15. "
"-177158","Y",""
"-177159","Y","Ssynthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass."
"-177160","Y",""
"-177161","Y","There is a negligible potential for shallow water and gas flows.  We will be +200' N of  the GC 770 #1 ST01 surface location and +200' NNW of GC 726 #1 ST01 surface location and neither well ran conductor casing."
"-177162","Y","GMG290006"
"-177163","N/A","Subsea Well"
"-177164","N",""
"-177165","Y","SureTec 3.1"
"-177166","Y",""
"-177167","Y",""
"-177168","Y",""
"-177169","N/A",""
"-177170","Y","GEG460964"
"-177171","N/A",""
"-177172","N",""
"-177173","Y","Version 3.1"
"-177190","Y",""
"-177191","Y",""
"-177192","N/A",""
"-177193","N/A",""
"-177194","Y","GMG2090059"
"-177195","Y",""
"-177196","N",""
"-177197","N/A",""
"-180530","Y",""
"-180531","N","The subject rig is not outfitted for zero discharge. Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
"-180532","Y",""
"-180533","N/A",""
"-180534","Y","GMG 290103"
"-180535","N/A","subsea well"
"-180536","N",""
"-180537","Y","SureTec v3.1"
"-177361","N/A",""
"-177362","Y","GMG290061"
"-177363","N/A",""
"-177364","N",""
"-177365","Y","SureTec Version 3.1"
"-177519","Y",""
"-177520","Y",""
"-177521","N/A",""
"-177522","Y","NPDES Permit GMG 290132"
"-177523","N/A",""
"-177524","N",""
"-177525","Y","IPT Suretec Digital Test Method Version 3.1"
"-192466","Y",""
"-177490","Y","Hess will maintain quantities of mud and mud material (including weight materials and additives) sufficient to raise the entire active system mud weight 1/2 ppg or more.	"
"-177491","Y",""
"-177492","N/A",""
"-177493","N/A",""
"-177494","Y","GMG290003"
"-177495","N/A",""
"-177496","N",""
"-177497","Y","SURETECH 3.1 OR GREATER"
"-177518","Y",""
"-192467","Y",""
"-192468","N/A",""
"-192469","N/A",""
"-192470","Y","NPDES Permit GMG 290132"
"-192471","N/A",""
"-192472","N",""
"-192473","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-177570","Y",""
"-177571","N/A","SBM cuttings with < 6.9% fluid retention will be discharged overboard per 40 CFR 435."
"-177572","Y",""
"-177573","N/A",""
"-177574","Y","GMG290534"
"-177575","N/A","The well will be drilled with a dynamically positioned drillship."
"-181370","Y",""
"-181371","Y",""
"-181372","Y",""
"-181373","N/A",""
"-181374","Y","NPDES Permit GMG 290132"
"-181375","N/A",""
"-181376","N",""
"-181377","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-181466","Y",""
"-181467","Y","Synthetic based drilling fluids will be used. Cuttings dryers will be utilized to dry cuttings below the required mass percent NAF base fluid retained on cuttings prior to cuttings being discharged. If the dryers are unable to dry the cuttings below the required mass percent NAF base fluid retained on cuttings for discharge, the rig is outfitted for zero discharge and zero discharge procedures will be followed."
"-181468","Y",""
"-181469","N/A",""
"-181470","Y","GMG 290079"
"-181471","N/A",""
"-181472","N",""
"-181473","Y","SureTec version 3.1 or newer"
"-181501","N/A",""
"-181502","Y","GMG 290110    "
"-181503","N/A",""
"-181504","N",""
"-181505","Y","Anatomize"
"-181498","Y",""
"-181499","Y",""
"-181500","N/A",""
"-178726","Y",""
"-178727","Y",""
"-178728","Y",""
"-178729","N/A",""
"-178730","Y","NPDES Permit GMG 290132"
"-178731","N/A",""
"-178732","N",""
"-178733","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-178742","Y",""
"-178743","Y",""
"-178744","Y",""
"-178745","N/A",""
"-178746","Y","NPDES Permit GMG290132"
"-178747","N/A",""
"-178748","N",""
"-178749","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-178786","Y",""
"-178787","Y",""
"-178788","Y",""
"-178789","N/A",""
"-178790","Y","GMG290350"
"-178791","N/A",""
"-178792","N",""
"-178793","Y","SureTec Version 3.1"
"-180471","N/A",""
"-180472","N",""
"-180473","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-180474","Y",""
"-180475","Y",""
"-180476","Y",""
"-180477","N/A",""
"-180478","Y","GMG 290180"
"-180479","N/A","Open Water"
"-180480","N",""
"-180481","Y","IPT Suretec Version 3.1.2.8"
"-180490","Y",""
"-180491","N","Shell will not discharge SBM except as
authorized and monitored under the US EPA
General Permit GMG290000"
"-180492","Y",""
"-180493","N/A",""
"-180494","Y","GMG290103"
"-180495","N","There are no producing wells currently on the
Olympus TLP."
"-180496","N",""
"-180497","Y","Suretec V 3.1 or newer"
"-180498","Y",""
"-180499","Y",""
"-180500","Y",""
"-180501","N/A",""
"-180502","Y","GMG290093, Permitted Feature ID: 0004"
"-180503","N/A",""
"-180504","N",""
"-180505","Y","IPT SureTech V3.1"
"-180510","Y",""
"-180511","Y",""
"-180512","Y",""
"-180513","N/A",""
"-180514","Y","GMG290070"
"-180515","N/A",""
"-180516","N",""
"-180517","Y","Sure Tec Version 3.1"
"-180902","Y",""
"-178171","Y",""
"-178172","Y",""
"-178173","N/A",""
"-178174","Y","GMG290375"
"-178175","N/A",""
"-178110","Y","Sufficient Barite to weight up active system 0.5ppg."
"-178111","Y",""
"-178112","Y",""
"-178113","N/A",""
"-178114","Y","GMG290184"
"-178115","N/A",""
"-178116","N",""
"-178117","Y","SureTec Version 3.1"
"-178170","Y",""
"-178176","N",""
"-178177","Y","Cobalt will use SureTech Version 3.1 for digital BOP testing as of 05/27/15. "
"-178258","Y",""
"-178259","Y","The ENSCO DS-3 is set up for zero discharge. However, we will follow 2012 NPDES General Permit - see explanation of discharge of cuttings within general permit.    		"
"-178260","Y",""
"-178261","N/A",""
"-178262","Y","GMG 290110"
"-178263","N/A",""
"-178264","N",""
"-178265","Y","Anatomize Version 3.30"
"-180101","Y","v3.1"
"-180114","Y",""
"-180115","Y",""
"-180116","Y",""
"-180117","N/A",""
"-180118","Y","GMG290070"
"-180119","N/A",""
"-180120","N",""
"-180121","Y","Sure Tec Version 3.1"
"-180919","N","The rig is outfitted for discharge, but it will not be used. The rigs solids control equipment is efficient enough to maintain rock percentage below the required limit in- 40 CFR part 435 subpart B."
"-180100","N",""
"-180927","N/A",""
"-180928","N/A",""
"-180929","N/A",""
"-180930","Y","GMG290269"
"-180931","Y",""
"-180932","N",""
"-180933","N",""
"-181379","Y",""
"-181380","Y",""
"-181381","N/A",""
"-181382","Y","EPA GMG 290338"
"-181383","N/A",""
"-181384","N",""
"-181385","Y","IPT Suretec Version 3.1"
"-181386","Y",""
"-181334","Y",""
"-181335","N","The rig is outfitted for discharge, but it will not be used. The rigs solids control equipment is efficient enough to maintain rock percentage below the required limit in- 40 CFR part 435 subpart B."
"-181336","Y",""
"-181337","N/A",""
"-181338","Y","EPA NPDES Permit No. 290096"
"-181339","N/A",""
"-181340","N",""
"-181341","Y","Greenlight, see attached."
"-181378","Y",""
"-181387","Y","Shell will not discharge SBMs except as
authorized and monitored under the US EPA 

General Permit GMG290000."
"-181388","N/A",""
"-181389","N/A",""
"-181390","Y","GMG 290103"
"-181391","N/A","DWOP"
"-181392","N",""
"-181393","Y","SureTec v 3.1 or newer"
"-180078","Y",""
"-185083","Y",""
"-185084","Y",""
"-185085","N/A",""
"-185086","Y","GMG 290180"
"-187462","Y",""
"-183982","Y",""
"-183983","Y",""
"-183984","Y",""
"-183985","N/A",""
"-183986","Y","GMG290003"
"-183987","N/A",""
"-183988","N",""
"-183989","Y","SureTech v. 3.1"
"-183990","Y",""
"-183991","Y","Synthetic based mud will be used; however zero discharge will only be used if ROC does not pass."
"-183992","N/A",""
"-183993","N/A",""
"-183994","Y","GMG 290006"
"-183995","N/A","Subsea well"
"-183996","N",""
"-183997","Y","SureTec 3.1"
"-185199","N/A",""
"-185200","Y",""
"-185201","N/A",""
"-185190","Y",""
"-185191","Y",""
"-185192","Y",""
"-185193","N/A",""
"-185194","Y","NPDES Permit GMG 290132"
"-185195","N/A",""
"-185196","N",""
"-185197","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-185198","Y",""
"-185202","Y","GMG290103"
"-185203","N/A",""
"-185204","N",""
"-185205","Y","SureTec Ver.3.1"
"-187386","Y",""
"-187387","Y",""
"-187388","Y",""
"-187389","N","No waiver is being requested."
"-187390","Y","GMG290003"
"-187391","N/A",""
"-187392","N",""
"-187393","Y","SureTech v.3.1"
"-187394","Y",""
"-187395","N","Renaissance will utilize dryers and discharge the cuttings."
"-187396","N/A",""
"-187397","Y",""
"-187458","Y","GMG290391"
"-187459","Y",""
"-187460","N",""
"-187461","N",""
"-187470","Y",""
"-187471","Y",""
"-187472","Y",""
"-187473","N/A",""
"-187474","Y","GMG 290180"
"-187475","N/A","Open Water"
"-187476","N",""
"-187477","Y","IPT Suretec Version 3.1"
"-187759","Y","Synthetic based mud will be used; however zero discharge will only be used if ROC does not pass."
"-187760","N/A",""
"-187761","N/A",""
"-187762","Y","GMG 290006"
"-187763","N/A","Subsea Well"
"-187764","N",""
"-187486","Y",""
"-187487","N/A",""
"-187488","N/A",""
"-187489","N/A",""
"-187490","Y","GMG 290269"
"-187758","Y",""
"-187932","N",""
"-187933","Y","IPT Suretec Version 3.1"
"-188175","Y",""
"-188176","N/A",""
"-188177","N/A",""
"-188198","Y","GMG290003"
"-188199","N/A",""
"-188200","N",""
"-188201","Y","SureTech v. 3.1"
"-188394","Y",""
"-194839","N/A","There will be no hydrocarbon-based or synthetic
based drilling fluids in this program; however,

Shell will not discharge HCBM or SBM except
as authorized and monitored under the US EPA"
"-194840","Y",""
"-194841","N/A",""
"-194842","Y","GMG290103"
"-194843","N/A",""
"-194844","N",""
"-188174","Y",""
"-188395","N","Although DD3 operations are prepared for zero discharge, we plan to comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-188396","N/A",""
"-188397","N/A",""
"-188398","Y","GMG290110"
"-188399","N/A",""
"-188400","N",""
"-188401","Y","BP will utilize Anatomize digital testing software for regulatory required pressure testing of well control equipment"
"-188734","Y",""
"-188735","Y",""
"-188736","Y",""
"-188737","N/A",""
"-188758","Y","NPDES Permit GMG 290132"
"-188759","N/A",""
"-188760","N",""
"-188761","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-188762","Y",""
"-188763","Y",""
"-194838","Y",""
"-185087","N/A","Open Water"
"-185088","N",""
"-185089","Y","IPT Suretec Version 3.1.2.8"
"-185126","Y",""
"-185127","N","Meet CFR 435.13 Base fluid retained on cuttings weighted mass ratio average over all NAF well sections shall be 6.9 g-NAF base fluid/100 g-wt or less."
"-185128","Y",""
"-185129","N/A",""
"-185130","Y","290000"
"-185131","N/A",""
"-185132","N",""
"-185133","Y","See attached approval for greenlight software using Version 1.1."
"-185142","Y",""
"-185143","N/A",""
"-185144","Y",""
"-185145","N/A",""
"-185146","Y","GMG290103"
"-185147","N/A","Subsea well"
"-185148","N",""
"-185149","N/A","No BOPs"
"-185166","Y",""
"-185167","N/A",""
"-185168","N/A",""
"-185169","N/A",""
"-185170","Y","GMG209269"
"-185171","Y",""
"-185172","N",""
"-185173","N/A",""
"-187469","Y","will use SureTec software version 3.1"
"-187494","Y",""
"-187495","Y",""
"-187496","N/A",""
"-187497","N/A",""
"-187498","Y","NPDES Permit GMG 290132"
"-187499","N/A",""
"-187500","N",""
"-187501","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-185351","N","Although DD3 operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-185352","N/A",""
"-185353","N/A",""
"-197267","Y",""
"-197268","Y",""
"-197269","N/A",""
"-197270","Y","GMG 290103"
"-197271","N/A",""
"-197272","Y",""
"-197273","Y","EZ Chart 1.7"
"-187582","Y",""
"-185350","Y",""
"-185354","Y","GMG290110"
"-185355","N/A",""
"-185356","N",""
"-185357","Y","BP will utilize Anatomize digital testing software for regulatory required pressure testing of well control equipment"
"-197586","Y",""
"-187583","N","Although DD3 operations are prepared for zero discharge, we plan to comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-187584","N/A",""
"-187585","N/A",""
"-187586","Y","GMG290110"
"-187587","N/A",""
"-187588","N",""
"-187589","Y","BP will utilize Anatomize digital testing software for regulatory required pressure testing of well control equipment"
"-187590","Y",""
"-187591","Y",""
"-187592","Y",""
"-187593","N",""
"-187594","Y","GMG 290103"
"-187595","Y","see DWOP"
"-187596","N",""
"-187597","Y","will use SureTec software version 3.1"
"-197587","N/A",""
"-197266","Y",""
"-187491","Y",""
"-187492","N",""
"-187493","Y","Requesting approval to use digital BOP equipment (OTC Greenlight, Version No. 1.1 or greater)"
"-187765","Y","OTC Greenlight, Version 1.1"
"-187766","Y",""
"-187767","N","Although the West Auriga operations are prepared for zero discharge, we plan to comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges.    "
"-187768","N/A","DC141 was batch set in 2004."
"-187769","N/A",""
"-187770","Y","GMG290110"
"-187771","N/A",""
"-187772","N",""
"-187773","Y","Anatomize"
"-187838","Y",""
"-187839","Y","Synthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass."
"-187840","Y",""
"-187841","N/A",""
"-187842","Y","GMG 290006"
"-187843","N/A","subsea well"
"-187844","N",""
"-187845","Y","OTC Greenlight Version 1.1"
"-187846","Y",""
"-187847","N","Although DD3 operations are prepared for zero discharge, we plan to comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-187848","N/A",""
"-187849","N/A",""
"-187850","Y","GMG290110"
"-187851","N/A",""
"-187852","N",""
"-187853","Y","BP will utilize Anatomize digital testing software for regulatory required pressure testing of well control equipment"
"-187854","Y",""
"-187855","Y",""
"-187856","Y",""
"-187857","N/A",""
"-187858","Y","GMG 290180"
"-187859","N/A","Open Water"
"-186931","N/A","subsea well"
"-186932","N",""
"-186933","Y","OTC Greenlight Version 1.1"
"-187050","Y",""
"-187051","Y",""
"-187052","Y",""
"-187053","N/A",""
"-187054","Y","GMG290070"
"-187055","N/A",""
"-187056","N",""
"-187057","Y","SureTec 3.1"
"-187074","Y",""
"-187075","Y",""
"-187076","Y",""
"-187077","N/A",""
"-187078","Y","GMG 290180"
"-187079","N/A","Open Water"
"-187080","N",""
"-187081","Y","IPT SureTec 3.1"
"-187139","Y","Drill cuttings will be discharged OB after treatment to comply with GMG290000 limits for synthetic fluid retained on cuttings. However, the subject rig is outfitted for zero discharge that may be utilized as necessary."
"-187140","Y",""
"-187141","N/A",""
"-187142","Y","GMG290103"
"-187143","N/A","Subsea well"
"-187144","N",""
"-187145","N",""
"-188290","Y",""
"-187114","Y",""
"-187115","Y",""
"-187116","N/A",""
"-187117","N/A",""
"-187118","Y","GMG290129"
"-187119","Y",""
"-187120","N",""
"-187121","Y","OTC Green Light Version No. 1.1 or higher."
"-187138","Y",""
"-187341","N/A",""
"-187342","Y","GMG 290180"
"-187343","N/A","Open Water"
"-187344","N",""
"-187345","Y","IPT Suretec Version 3.1"
"-187363","Y",""
"-187364","Y",""
"-187365","N",""
"-187366","Y","GMG 290103"
"-187367","Y","see DWOP"
"-187368","N",""
"-187369","Y","will use SureTec software version 3.1"
"-187370","Y",""
"-187371","Y",""
"-187372","Y",""
"-187373","N/A",""
"-187374","Y","GMG 290180"
"-194599","N","The subject rig is not fitted for zero discharge. Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
"-194600","Y",""
"-194601","N/A",""
"-194602","Y","GMG290103"
"-194603","N/A",""
"-194604","N",""
"-194605","Y","EZ Chart v1.7"
"-194606","Y",""
"-194607","N/A",""
"-194608","N/A",""
"-195619","N/A",""
"-195620","N/A",""
"-195621","N/A",""
"-195622","Y","GMG290269"
"-195623","Y",""
"-195624","N",""
"-195625","Y","IPT/SureTec 3.1 or greater"
"-195594","Y",""
"-190222","Y",""
"-190223","Y","Although West Vela operations are prepared for zero discharge, we plan to comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-190224","N","Top hole already in place - riserless drilling completed."
"-190225","N/A","Conductor already in place."
"-190226","Y","GMG290110"
"-190227","N/A","Subsea well."
"-190228","N","The WCD rate of this well is < the approved OSRP limit (300,000 bbls/day)."
"-190229","Y","Anatomize"
"-195626","Y",""
"-195595","N","Although West Vela operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges.     "
"-195596","N/A","Tophole installed in 2016 -- riserless drilling operations completed.   "
"-195597","N/A","Conductor installed in 2016. "
"-195598","Y","GMG290110"
"-195599","N/A","Subsea wellhead. "
"-195600","N","The WCD rate of this well is less than the approved OSRP limit (300,000 bbls/day). "
"-195601","Y","Anatomize "
"-195618","Y",""
"-195627","N","Although the West Auriga operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG290110) for SBM and WBM drilling fluids and cuttings discharge."
"-195628","N/A","DC324 was batch set in 2012"
"-195629","N/A",""
"-195630","Y","GMG290110"
"-195631","N/A",""
"-195632","N",""
"-195633","Y","Anatomize"
"-195634","Y",""
"-190138","Y",""
"-190139","N","The subject rig is not fitted for zero discharge. Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
"-190140","Y",""
"-190141","N/A",""
"-190142","Y","GMG290103"
"-190143","N/A",""
"-190144","N",""
"-190145","Y","Shell EZ Chart Pressure Testing System Version 1.7.0 or newer will be utilized for BOP testing"
"-190154","Y",""
"-190155","Y",""
"-190156","N/A",""
"-190157","N/A",""
"-190158","Y","GMG 290129"
"-190159","N/A",""
"-190160","N",""
"-190161","Y","OCT Green Light Version No. 1.1 or higher"
"-190170","Y","Sufficient barite to weight up active system 0.5ppg."
"-190171","Y",""
"-190172","Y",""
"-190173","N/A",""
"-190174","Y","GMG290184"
"-190175","N/A",""
"-190176","N",""
"-190177","Y","SureTec Version 3.1"
"-190198","Y",""
"-190199","Y",""
"-190200","Y",""
"-190201","N/A",""
"-190202","Y","GMG290375"
"-190203","N/A",""
"-190204","N",""
"-190205","Y","OTC Greenlight 1.1 or higher"
"-195720","Y",""
"-195721","N/A",""
"-195722","Y","NPDES Permit GMG 290132"
"-195723","N/A",""
"-189654","Y","Sufficient barite to weight up active system 0.5ppg."
"-189655","Y",""
"-189656","Y",""
"-189657","N/A",""
"-189658","Y","GMG290184"
"-189659","N/A",""
"-189660","N",""
"-189661","Y","SureTec Version 3.1"
"-189670","Y",""
"-189671","N/A",""
"-189672","N/A",""
"-189673","N/A",""
"-189674","Y","GMG290269/208"
"-189675","Y",""
"-189676","N",""
"-189677","Y","IPT/SureTec 3.1 or greater"
"-189678","Y",""
"-189679","Y",""
"-189680","Y",""
"-189681","N/A",""
"-189682","Y","NPDES Permit GMG 290132"
"-189683","N/A",""
"-189684","N",""
"-189685","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-190502","Y",""
"-190503","N","Although PDQ operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-189686","Y",""
"-189687","N","The subject rig is not fitted for zero discharge. Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
"-189688","Y",""
"-189689","N/A",""
"-189690","Y","GMG290103"
"-189691","N/A",""
"-189692","N",""
"-189693","Y","Shell EZ Chart Pressure Testing System Version 1.7.0 or newer will be utilized for BOP testing"
"-194610","Y","GMG290269"
"-194611","Y",""
"-194612","N",""
"-194613","Y","IPT/SureTec 3.1 or greater"
"-194614","Y",""
"-194615","N","Although MD operations are prepared for zero discharge, we fully intend to comply with the NPDES permit (GMG290110) for SBM and WBM drilling fluids and cuttings discharge."
"-194616","N/A","Top hole in place"
"-194617","N/A",""
"-189718","Y",""
"-189719","Y",""
"-189720","Y",""
"-189721","N",""
"-189722","Y","GMG 290103"
"-189723","N/A",""
"-189724","N",""
"-189725","Y","SureTec 3.1"
"-194609","N/A",""
"-194658","Y","NPDES GMG290110"
"-194659","Y","Adjacent wells will be shut in when skid the rig over well."
"-194660","N",""
"-194661","Y","Anatomize "
"-194670","Y","A minimum of 1000 sxs of barite and 200 sxs of gel will be maintained on the MODU during drilling operations."
"-194671","Y",""
"-194672","N/A",""
"-194673","N/A",""
"-194674","Y","GMG 290357"
"-189646","Y",""
"-189647","Y",""
"-189648","Y",""
"-189649","N/A",""
"-189650","Y","NPDES Permit GMG 290132"
"-189651","N/A",""
"-189652","N",""
"-189653","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-195635","N","Cuttings will be discharged per EPA discharge permit."
"-195636","Y",""
"-195637","N/A",""
"-195658","Y","GMG 290573"
"-195659","N/A","Open Water Location"
"-195660","N",""
"-195661","Y","OTC Greenlight Version 1.1 or higher"
"-195662","Y",""
"-195663","N","Although PDQ operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-195664","N/A","Tophole already in place -- riserless drilling completed"
"-195665","N/A","Conductor already in place"
"-195666","Y","Permit GMG290110"
"-195667","N/A","Subsea Template"
"-195668","N",""
"-195669","Y","Anatomize"
"-195678","Y",""
"-195679","N/A","There will be no hydrocarbon-based or synthetic
based drilling fluids in this program; however,

Shell will not discharge HCBM or SBM except
as authorized and monitored under the US EPA"
"-195680","Y",""
"-195681","N/A",""
"-195682","Y","GMG290103"
"-195683","N/A",""
"-195684","N",""
"-195685","Y","EZ Chart v.1.7.0 or newest approved update"
"-195686","Y",""
"-195687","Y",""
"-195688","Y",""
"-189622","Y",""
"-189623","N","Synthetic based mud will be used.  If ROC doesn't pass, the rig can go to zero discharge."
"-189624","Y",""
"-189625","N/A",""
"-189626","Y","GMG 290006"
"-189627","N/A","Subsea well"
"-189628","N",""
"-189629","Y","OTC Greenlight 1.1"
"-189630","Y","Operator will maintain minimum: 1,000 sacks of barite and 200 sacks of gel."
"-189631","N/A",""
"-189632","N/A",""
"-189633","N/A",""
"-189634","Y","GMG 290541"
"-189635","Y",""
"-189636","N",""
"-189637","N",""
"-189638","Y",""
"-189639","N/A","Shell will not discharge SBM except as authorized and monitored under the US EPA
General Permit GMG290000"
"-189640","Y",""
"-189641","N/A",""
"-189642","Y","GMG 290103"
"-189643","N","Please see approval letter"
"-189644","N",""
"-189645","Y","We will be using Suretec initially then moving to EZ-Chart.  RPD will be filed when we switch."
"-189710","Y",""
"-189711","Y",""
"-189712","Y",""
"-189713","N/A",""
"-189714","Y","NPDES Permit GMG 290132"
"-189715","N/A",""
"-189716","N",""
"-189717","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-190486","Y",""
"-190487","Y",""
"-190488","N/A",""
"-190504","N/A","Tophole already in place -- riserless drilling completed."
"-190505","N/A","Conductor already in place."
"-190506","Y","Permit GMG290110."
"-190507","N/A","Subsea Template"
"-190508","N",""
"-190509","Y","Anatomize."
"-193407","Y","Synthetic based mud will be used. If ROC doesn't pass, the rig can go to zero discharge."
"-193408","Y",""
"-193409","N/A",""
"-171815","N/A",""
"-171816","N",""
"-171817","Y","SureTec v3.1"
"-171822","Y",""
"-171823","Y","The subject rig is outfitted for zero discharge. Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
"-171824","N/A","sidetrack"
"-171825","N/A",""
"-171826","Y","GMG 290103"
"-171827","N/A","subsea well"
"-171828","N",""
"-171829","Y","v3.1"
"-185843","Y",""
"-185844","Y",""
"-185845","N/A",""
"-185846","Y","NPDES Permit GMG 290132"
"-185847","N/A",""
"-185848","N",""
"-185849","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-185018","Y",""
"-185019","N","Synthetic based mud will be used. If ROC doesn't pass, the rig can go to zero discharge."
"-185020","Y",""
"-185842","Y",""
"-171253","N",""
"-171254","Y","GMG290184"
"-171255","N/A",""
"-171256","N",""
"-171257","N",""
"-171302","Y",""
"-171303","N","Although DD3 operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-171304","N/A","Well batchset in 2012"
"-171305","N/A",""
"-171306","Y","GMG290110"
"-171307","N/A",""
"-171308","N",""
"-171309","Y","Anatomize"
"-171330","Y",""
"-171331","N","Shell will not discharge SBM except as authorized and monitored under the US EPA
General Permit GMG290000"
"-171332","N/A",""
"-171333","N/A",""
"-171334","Y","GMG 290103"
"-171335","N/A",""
"-171336","N",""
"-171337","Y","SureTec v3.1"
"-172122","Y",""
"-172123","Y","Yes, the rig is outfitted for zero discharge operations. Per the NPDES permit on file any SBM cutting with fluid retention above 6.9% will be discharged overboard per 40 CFR 435."
"-172124","Y",""
"-172125","N/A",""
"-172126","Y","GMG290573"
"-172127","N/A",""
"-172128","N",""
"-172129","Y","SureTec Version 2.4"
"-172130","Y",""
"-172131","Y",""
"-172132","N/A",""
"-172133","N/A",""
"-172134","Y","GMG290351"
"-172135","Y",""
"-168170","Y",""
"-168171","Y",""
"-168172","Y",""
"-168173","N/A",""
"-168174","Y","GMG290103"
"-168175","N/A",""
"-168176","N",""
